PRODUCT_NAME,PRODUCT_ID,PT_NAME,PT_CODE,SOC_NAME,CUMM_SPONT_COUNT,NEW_SPONT_COUNT,CUMM_STUDY_COUNT,NEW_STUDY_COUNT,CUMM_SERIOUS_COUNT,NEW_SERIOUS_COUNT,CUMM_FATAL_COUNT,NEW_FATAL_COUNT,FLAG_RECHAL,FLAG_DECHAL,FLAG_PREG,FLAG_LABEL,FLAG_CONSERVATIVE_RELATEDNESS
Harvoni,27593,Inappropriate schedule of drug administration,10021597,Inj&P,14,14,0,0,5,5,0,0,No,No,No,No,No
Harvoni,27593,Drug dose omission,10064294,Inj&P,60,60,0,0,30,30,1,1,No,No,No,No,No
Harvoni,27593,Limb injury,10061225,Inj&P,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Electrocardiogram QT prolonged,10014387,Inv,6,6,0,0,6,6,1,1,No,No,No,No,No
Harvoni,27593,Hyperammonaemia,10020575,Metab,3,3,0,0,3,3,0,0,No,No,No,No,No
Harvoni,27593,Abnormal sensation in eye,10000173,Eye,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Vitreous opacities,10047658,Eye,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Vitreous floaters,10047654,Eye,5,5,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Oesophageal varices haemorrhage,10030210,Gastr,20,20,0,0,20,20,5,5,No,No,No,No,No
Harvoni,27593,Upper gastrointestinal haemorrhage,10046274,Gastr,14,14,0,0,14,14,6,6,No,No,No,No,No
Harvoni,27593,Rectal haemorrhage,10038063,Gastr,5,5,0,0,5,5,0,0,No,No,No,No,No
Harvoni,27593,Eyelid rash,10074620,Eye,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Eye irritation,10015946,Eye,5,5,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Acute myocardial infarction,10000891,Card,18,18,0,0,18,18,4,4,No,No,No,No,No
Harvoni,27593,Vasodilatation,10047141,Vasc,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Vascular rupture,10053649,Vasc,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Glaucoma,10018304,Eye,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Haemoptysis,10018964,Resp,7,7,0,0,5,5,1,1,No,No,No,No,No
Harvoni,27593,Atelectasis,10003598,Resp,3,3,0,0,3,3,2,2,No,No,No,No,No
Harvoni,27593,Pneumothorax spontaneous,10035763,Resp,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Device failure,10056871,Prod,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Product odour abnormal,10069226,Prod,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Product packaging quantity issue,10069299,Prod,6,6,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Ear swelling,10014025,Ear,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Cyst drainage,10011737,Surg,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Photosensitivity reaction,10034972,Skin,9,9,0,0,5,5,0,0,No,No,No,No,No
Harvoni,27593,Surgery,10042609,Surg,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Product quality issue,10069327,Prod,13,13,0,0,4,4,0,0,No,No,No,No,No
Harvoni,27593,Analgesic drug level increased,10060942,Inv,1,1,0,0,1,1,1,1,No,No,No,No,No
Harvoni,27593,Caesarean section,10006924,Surg,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Hypophosphatasia,10049933,Cong,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Pancytopenia,10033661,Blood,12,12,0,0,12,12,4,4,No,No,No,No,No
Harvoni,27593,Ocular discomfort,10052143,Eye,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Thrombophlebitis,10043570,Vasc,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Hyperchlorhydria,10020601,Gastr,2,2,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Unhealthy diet,10074834,SocCi,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Disability,10013050,SocCi,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Sinus disorder,10062244,Resp,3,3,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Pruritus,10037087,Skin,66,66,0,0,32,32,1,1,No,No,No,No,No
Harvoni,27593,Microscopic polyangiitis,10063344,Vasc,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,End stage renal disease,10077512,Renal,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Impaired driving ability,10049564,SocCi,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Corrective lens user,10050858,SocCi,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Treatment noncompliance,10049414,SocCi,14,14,0,0,9,9,2,2,No,No,No,No,No
Harvoni,27593,Skin odour abnormal,10040904,Skin,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Renal tubular disorder,10038537,Renal,6,6,0,0,6,6,0,0,No,No,No,No,No
Harvoni,27593,Sopor,10058709,Psych,3,3,0,0,2,2,1,1,No,No,No,No,No
Harvoni,27593,Cholangiocarcinoma,10008593,Neopl,5,5,0,0,5,5,1,1,No,No,No,No,No
Harvoni,27593,Food craving,10056465,Metab,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Weight fluctuation,10049040,Metab,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Coronary artery bypass,10011077,Surg,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Scrotal swelling,10039759,Repro,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Liver transplant,10024714,Surg,6,6,0,0,6,6,0,0,No,No,No,No,No
Harvoni,27593,Sensory disturbance,10040026,Nerv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Phantom pain,10056238,Nerv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Haemorrhage intracranial,10018985,Nerv,7,7,0,0,7,7,6,6,No,No,No,No,No
Harvoni,27593,Antisocial behaviour,10002820,Psych,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Pain in jaw,10033433,Musc,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Spinal pain,10072005,Musc,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Osteoporosis,10031282,Musc,3,3,0,0,3,3,1,1,No,No,No,No,No
Harvoni,27593,Rhabdomyolysis,10039020,Musc,18,18,0,0,18,18,1,1,No,No,No,No,No
Harvoni,27593,Scar,10039580,Inj&P,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Tendon rupture,10043248,Inj&P,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Panic disorder,10033666,Psych,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Oxygen saturation decreased,10033318,Inv,3,3,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Premature baby,10036590,Preg,1,1,0,0,1,1,1,1,No,No,No,No,No
Harvoni,27593,Anxiety,10002855,Psych,127,127,0,0,37,37,0,0,No,No,No,No,No
Harvoni,27593,Fear,10016275,Psych,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Dehydration,10012174,Metab,16,16,0,0,12,12,2,2,No,No,No,No,No
Harvoni,27593,Drug screen negative,10050895,Inv,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Drug screen false positive,10052016,Inv,3,3,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Feeding disorder,10061148,Metab,4,4,0,0,4,4,0,0,No,No,No,No,No
Harvoni,27593,Mean cell volume increased,10027004,Inv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Red blood cell count decreased,10038153,Inv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Weight increased,10047899,Inv,36,36,0,0,15,15,0,0,No,No,No,No,No
Harvoni,27593,Decubitus ulcer,10011985,Skin,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Device failure,10056871,Genrl,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Aphonia,10002953,Nerv,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Language disorder,10074869,Nerv,3,3,0,0,3,3,0,0,No,No,No,No,No
Harvoni,27593,Somnambulism,10041347,Psych,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Social avoidant behaviour,10041243,Psych,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Adenocarcinoma,10001141,Neopl,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Neoplasm malignant,10028997,Neopl,3,3,0,0,3,3,0,0,No,No,No,No,No
Harvoni,27593,Gingival recession,10018290,Gastr,2,2,0,0,2,2,1,1,No,No,No,No,No
Harvoni,27593,Hypothermia,10021113,Genrl,2,2,0,0,2,2,1,1,No,No,No,No,No
Harvoni,27593,Sinus tachycardia,10040752,Card,3,3,0,0,3,3,0,0,No,No,No,No,No
Harvoni,27593,Ventricular tachycardia,10047302,Card,9,9,0,0,9,9,0,0,No,No,No,No,No
Harvoni,27593,Blood testosterone decreased,10005814,Inv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Appendicitis,10003011,Infec,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Tibia fracture,10043827,Inj&P,1,1,0,0,1,1,1,1,No,No,No,No,No
Harvoni,27593,Hepatitis C RNA positive,10019750,Inv,3,3,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Cerebral hygroma,10052370,Neopl,6,6,0,0,6,6,6,6,No,No,No,No,No
Harvoni,27593,Drug dispensing error,10064354,Inj&P,3,3,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Product label confusion,10069273,Inj&P,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Tuberculin test positive,10044728,Inv,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Carotid artery aneurysm,10007686,Nerv,1,1,0,0,1,1,1,1,No,No,No,No,No
Harvoni,27593,Extrasystoles,10015856,Card,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Oral disorder,10067621,Gastr,2,2,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Disseminated tuberculosis,10013453,Infec,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Hepatitis C,10019744,Infec,329,329,0,0,327,327,4,4,No,No,No,No,No
Harvoni,27593,Abdominal distension,10000060,Gastr,40,40,0,0,15,15,1,1,No,No,No,No,No
Harvoni,27593,Product coating issue,10069222,Genrl,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Abdominal rigidity,10000090,Gastr,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Immunosuppression,10062016,Immun,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Kidney infection,10023424,Infec,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Pyelonephritis,10037596,Infec,6,6,0,0,6,6,1,1,No,No,No,No,No
Harvoni,27593,Ophthalmic herpes simplex,10073938,Infec,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Gastric disorder,10056819,Gastr,5,5,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Pregnancy,10036556,Preg,5,5,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Sickle cell anaemia with crisis,10040642,Blood,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Granulocytopenia,10018687,Blood,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Mesenteric vein thrombosis,10027402,Gastr,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Haemorrhoidal haemorrhage,10054787,Gastr,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Drowning,10013647,Genrl,1,1,0,0,1,1,1,1,No,No,No,No,No
Harvoni,27593,Irritability,10022998,Genrl,38,38,0,0,8,8,0,0,No,No,No,No,No
Harvoni,27593,Potentiating drug interaction,10068072,Genrl,4,4,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Hyperhidrosis,10020642,Skin,22,22,0,0,12,12,1,1,No,No,No,No,No
Harvoni,27593,Liver function test increased,10077692,Inv,3,3,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Facial paralysis,10016062,Nerv,4,4,0,0,4,4,0,0,No,No,No,No,No
Harvoni,27593,null,null,null,56,56,0,0,30,30,7,7,No,No,No,No,No
Harvoni,27593,Cardiac failure acute,10007556,Card,3,3,0,0,3,3,2,2,No,No,No,No,No
Harvoni,27593,Hypoacusis,10048865,Ear,4,4,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Migraine with aura,10027607,Nerv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Neuropathy peripheral,10029331,Nerv,14,14,0,0,6,6,0,0,No,No,No,No,No
Harvoni,27593,Prostate cancer,10060862,Neopl,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Hemiplegia,10019468,Nerv,3,3,0,0,3,3,0,0,No,No,No,No,No
Harvoni,27593,Pyramidal tract syndrome,10063636,Nerv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Encephalopathy,10014625,Nerv,30,30,0,0,30,30,7,7,No,No,No,No,No
Harvoni,27593,Myasthenia gravis,10028417,Nerv,5,5,0,0,5,5,0,0,No,No,No,No,No
Harvoni,27593,Myasthenia gravis crisis,10062758,Nerv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Polyneuropathy,10036105,Nerv,3,3,0,0,3,3,1,1,No,No,No,No,No
Harvoni,27593,Peroneal nerve palsy,10034701,Nerv,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Leiomyosarcoma,10024189,Neopl,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Lymphocyte count decreased,10025256,Inv,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Monocyte count decreased,10027878,Inv,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,White blood cell count increased,10047943,Inv,9,9,0,0,3,3,0,0,No,No,No,No,No
Harvoni,27593,Eosinophilia,10014950,Blood,5,5,0,0,5,5,0,0,No,No,No,No,No
Harvoni,27593,Platelet disorder,10035532,Blood,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Hemianopia,10019452,Nerv,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Gastrointestinal tube insertion,10053050,Surg,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Retinal haemorrhage,10038867,Eye,4,4,0,0,4,4,0,0,No,No,No,No,No
Harvoni,27593,Retinal vasculitis,10038905,Eye,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Pneumonia bacterial,10060946,Infec,4,4,0,0,4,4,2,2,No,No,No,No,No
Harvoni,27593,Eye infection,10015929,Infec,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Eyelid infection,10015988,Infec,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Infectious mononucleosis,10021914,Infec,1,1,0,0,1,1,1,1,No,No,No,No,No
Harvoni,27593,Haematotoxicity,10061188,Blood,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Bone marrow infiltration,10075173,Blood,1,1,0,0,1,1,1,1,No,No,No,No,No
Harvoni,27593,Coronary angioplasty,10050329,Surg,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Coronary arterial stent insertion,10052086,Surg,3,3,0,0,3,3,0,0,No,No,No,No,No
Harvoni,27593,Exfoliative rash,10064579,Skin,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Pulmonary arterial hypertension,10064911,Resp,5,5,0,0,5,5,1,1,No,No,No,No,No
Harvoni,27593,Varicose vein ruptured,10046999,Vasc,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Hypertensive crisis,10020802,Vasc,9,9,0,0,9,9,0,0,No,No,No,No,No
Harvoni,27593,Hypertensive emergency,10058179,Vasc,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Abdominal neoplasm,10060925,Neopl,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Tendonitis,10043255,Musc,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Pancreatic carcinoma,10033609,Neopl,3,3,0,0,3,3,0,0,No,No,No,No,No
Harvoni,27593,Interstitial lung disease,10022611,Resp,12,12,0,0,12,12,2,2,No,No,No,No,No
Harvoni,27593,Respiratory disorder,10038683,Resp,2,2,0,0,1,1,1,1,No,No,No,No,No
Harvoni,27593,Haemarthrosis,10018829,Musc,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Ecchymosis,10014080,Skin,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Urine odour abnormal,10057135,Renal,4,4,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Anhedonia,10002511,Psych,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Decreased interest,10011971,Psych,5,5,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Blister,10005191,Skin,19,19,0,0,9,9,0,0,No,No,No,No,No
Harvoni,27593,Alopecia universalis,10001767,Skin,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Acute leukaemia,10000830,Neopl,4,4,0,0,4,4,1,1,No,No,No,No,No
Harvoni,27593,Muscle twitching,10028347,Musc,3,3,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Muscle fatigue,10049565,Musc,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Hypoaesthesia,10020937,Nerv,29,29,0,0,11,11,1,1,No,No,No,No,No
Harvoni,27593,Neuralgia,10029223,Nerv,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Musculoskeletal pain,10028391,Musc,8,8,0,0,3,3,1,1,No,No,No,No,No
Harvoni,27593,Skin depigmentation,10040825,Skin,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Pigmentation disorder,10062080,Skin,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Ammonia increased,10001946,Inv,14,14,0,0,10,10,2,2,No,No,No,No,No
Harvoni,27593,Bilirubin conjugated increased,10004685,Inv,3,3,0,0,3,3,0,0,No,No,No,No,No
Harvoni,27593,Cholestasis,10008635,Hepat,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Hyperbilirubinaemia,10020578,Hepat,12,12,0,0,11,11,0,0,No,No,No,No,No
